ENSG	Gene	NumTypesSig	Types
ENSG00000188452.12	CERKL	3	ACC BLCA SARC
ENSG00000162069.13	BICDL2	3	KIRC PRAD TGCT
ENSG00000242173.7	ARHGDIG	3	HNSC LGG PRAD
ENSG00000169193.10	CCDC126	3	GBM LAML LUSC
ENSG00000226085.3	UQCRFS1P1	3	COAD OV READ
ENSG00000084636.16	COL16A1	3	BLCA SARC TGCT
ENSG00000243264.2	IGKV2D-29	3	BLCA GBM LUSC
ENSG00000228974.5	AC006483.1	3	ESCA OV STAD
ENSG00000281162.1	LINC01127	3	BLCA LAML SARC
ENSG00000046647.12	GEMIN8	3	COAD HNSC READ
ENSG00000129946.9	SHC2	3	PRAD TGCT THCA
ENSG00000136261.13	BZW2	3	COAD LUAD LUSC
ENSG00000136807.10	CDK9	3	BLCA SARC THYM
ENSG00000105011.7	ASF1B	3	BRCA COAD THYM
ENSG00000239571.1	IGKV2D-30	3	BLCA LUAD LUSC
ENSG00000197405.6	C5AR1	3	BLCA SARC TGCT
ENSG00000230387.2	AL118508.1	3	CESC HNSC SARC
ENSG00000066294.13	CD84	3	ACC BLCA SARC
ENSG00000092199.16	HNRNPC	3	GBM LAML LUSC
ENSG00000186493.10	C5orf38	3	BRCA HNSC PRAD
ENSG00000198498.8	TMA16	3	LAML OV STAD
ENSG00000230061.2	TRPM2-AS	3	SKCM TGCT UCEC
ENSG00000048462.9	TNFRSF17	3	BLCA LUSC THCA
ENSG00000106236.3	NPTX2	3	BRCA READ SKCM
ENSG00000135917.12	SLC19A3	3	KIRP TGCT THYM
ENSG00000258741.3	H2AFVP1	3	COAD PRAD READ
ENSG00000160349.8	LCN1	3	GBM PAAD TGCT
ENSG00000254157.1	IGKV2-18	3	BLCA LUSC THCA
ENSG00000261455.1	LINC01003	3	BRCA COAD READ
ENSG00000112357.11	PEX7	3	COAD LAML LGG
ENSG00000170632.12	ARMC10	3	GBM LUAD LUSC
ENSG00000110324.8	IL10RA	3	ACC BLCA SARC
ENSG00000230234.1	AL162582.1	3	COAD KIRP LIHC
ENSG00000275718.1	CCL15	3	KIRC KIRP UCEC
ENSG00000157303.9	SUSD3	3	BLCA LGG MESO
ENSG00000259865.1	AL390728.6	3	HNSC LGG STAD
ENSG00000106348.15	IMPDH1	3	BLCA BRCA SARC
ENSG00000166589.11	CDH16	3	BLCA HNSC TGCT
ENSG00000117385.14	P3H1	3	BLCA BRCA SARC
ENSG00000120280.5	CXorf21	3	BLCA LAML SARC
ENSG00000103316.9	CRYM	3	COAD KIRP LIHC
ENSG00000105219.7	CNTD2	3	COAD HNSC TGCT
ENSG00000104879.4	CKM	3	BLCA PRAD THCA
ENSG00000111653.18	ING4	3	COAD GBM READ
ENSG00000253293.4	HOXA10	3	LAML TGCT THYM
ENSG00000276007.1	AC079414.3	3	LGG PCPG PRAD
ENSG00000272734.1	ADIRF-AS1	3	HNSC LGG TGCT
ENSG00000123453.15	SARDH	3	BLCA TGCT THYM
ENSG00000131737.5	KRT34	3	BLCA BRCA HNSC
ENSG00000170293.7	CMTM8	3	COAD OV STAD
ENSG00000267449.1	AC005884.2	3	OV STAD UCEC
ENSG00000213291.3	AC010099.1	3	LUAD OV STAD
ENSG00000109065.10	NAT9	3	BRCA HNSC PRAD
ENSG00000102901.11	CENPT	3	BRCA HNSC PRAD
ENSG00000108370.14	RGS9	3	BLCA PRAD TGCT
ENSG00000151327.11	FAM177A1	3	COAD HNSC STAD
ENSG00000258675.1	LINC02308	3	KIRC LGG SARC
ENSG00000105974.10	CAV1	3	BLCA ESCA TGCT
ENSG00000162627.15	SNX7	3	COAD LUSC TGCT
ENSG00000262587.2	AC133552.2	3	BRCA THCA THYM
ENSG00000101222.11	SPEF1	3	LGG MESO PRAD
ENSG00000136859.8	ANGPTL2	3	BLCA SARC TGCT
ENSG00000211970.3	IGHV4-61	3	ACC BLCA GBM
ENSG00000168309.15	FAM107A	3	BLCA LGG TGCT
ENSG00000178372.7	CALML5	3	BRCA HNSC TGCT
ENSG00000164136.15	IL15	3	GBM OV TGCT
ENSG00000138378.16	STAT4	3	ACC BLCA SARC
ENSG00000272368.2	AC074032.1	3	LGG PRAD THYM
ENSG00000197530.11	MIB2	3	ESCA HNSC PRAD
ENSG00000162734.11	PEA15	3	LUAD LUSC TGCT
ENSG00000010671.14	BTK	3	ACC BLCA SARC
ENSG00000008282.6	SYPL1	3	COAD LAML LUSC
ENSG00000218502.3	H2AFZP3	3	COAD GBM READ
ENSG00000086598.9	TMED2	3	GBM LAML LUSC
ENSG00000134827.6	TCN1	3	COAD LUSC TGCT
ENSG00000272686.1	AC006333.2	3	COAD GBM OV
ENSG00000242970.2	AC068522.1	3	GBM OV STAD
ENSG00000115828.14	QPCT	3	GBM LUSC TGCT
ENSG00000164109.12	MAD2L1	3	COAD LAML OV
ENSG00000074582.11	BCS1L	3	BRCA HNSC PRAD
ENSG00000099622.12	CIRBP	3	HNSC PRAD UCEC
ENSG00000183242.10	WT1-AS	3	BLCA BRCA TGCT
ENSG00000113643.7	RARS	3	HNSC LAML LUSC
ENSG00000153446.14	C16orf89	3	LGG PRAD TGCT
ENSG00000233041.7	PHGR1	3	COAD PRAD READ
ENSG00000231119.2	AL031666.1	3	OV THCA UCEC
ENSG00000163528.11	CHCHD4	3	COAD LAML THYM
ENSG00000141294.8	LRRC46	3	PRAD THYM UCEC
ENSG00000237523.1	LINC00857	3	BRCA KIRC LUSC
ENSG00000198835.3	GJC2	3	LGG PAAD TGCT
ENSG00000233190.1	RPS24P13	3	CESC OV THCA
ENSG00000139629.14	GALNT6	3	ACC LGG SARC
ENSG00000101194.16	SLC17A9	3	ACC BLCA TGCT
ENSG00000135838.12	NPL	3	KIRP LGG SARC
ENSG00000235354.1	RPS29P16	3	COAD GBM OV
ENSG00000259020.3	AL049872.1	3	COAD LAML STAD
ENSG00000229132.2	EIF4A1P10	3	COAD DLBC ESCA
ENSG00000131876.15	SNRPA1	3	BRCA HNSC UCEC
ENSG00000170516.15	COX7B2	3	BRCA HNSC OV
ENSG00000259015.1	AL442663.4	3	BRCA THYM UCEC
ENSG00000240409.1	MTATP8P1	3	KICH LAML STAD
ENSG00000225356.3	AC093840.1	3	COAD READ STAD
ENSG00000112237.11	CCNC	3	COAD GBM LUSC
ENSG00000176155.17	CCDC57	3	DLBC PRAD THYM
ENSG00000223534.1	HLA-DQB1-AS1	3	BLCA LGG THCA
ENSG00000101161.7	PRPF6	3	DLBC PRAD THYM
ENSG00000272711.1	AC019069.1	3	ACC BRCA THYM
ENSG00000177595.16	PIDD1	3	PRAD TGCT THYM
ENSG00000128739.19	SNRPN	3	GBM LGG PRAD
ENSG00000211638.2	IGLV8-61	3	ACC BLCA GBM
ENSG00000204622.9	HLA-J	3	BRCA CESC PCPG
ENSG00000132002.6	DNAJB1	3	COAD LUAD LUSC
ENSG00000152137.5	HSPB8	3	LGG PRAD TGCT
ENSG00000114654.7	EFCC1	3	PCPG PRAD TGCT
ENSG00000111245.13	MYL2	3	BLCA BRCA TGCT
ENSG00000230478.1	Z96811.1	3	COAD LAML STAD
ENSG00000220154.2	AL355796.1	3	BRCA KIRC STAD
ENSG00000274536.3	AL034397.3	3	ACC BLCA SARC
ENSG00000260088.1	AL445483.1	3	BRCA LGG THYM
ENSG00000121966.6	CXCR4	3	BLCA BRCA PCPG
ENSG00000073737.15	DHRS9	3	COAD SARC THCA
ENSG00000162639.14	HENMT1	3	BRCA LGG THYM
ENSG00000150630.3	VEGFC	3	BLCA SARC TGCT
ENSG00000184009.8	ACTG1	3	LGG PAAD TGCT
ENSG00000110921.10	MVK	3	BRCA KIRC PRAD
ENSG00000276136.1	AC016957.2	3	TGCT THYM UCEC
ENSG00000095485.15	CWF19L1	3	COAD GBM LUSC
ENSG00000213363.4	RPS3P6	3	COAD LAML READ
ENSG00000167208.13	SNX20	3	ACC BLCA SARC
ENSG00000205420.9	KRT6A	3	BRCA KIRC TGCT
ENSG00000119801.11	YPEL5	3	GBM LUAD LUSC
ENSG00000186854.9	TRABD2A	3	SARC TGCT THYM
ENSG00000171560.13	FGA	3	KIRC LIHC SKCM
ENSG00000226025.8	AC005515.1	3	CESC SKCM THCA
ENSG00000171119.2	NRTN	3	BRCA READ TGCT
ENSG00000211967.3	IGHV3-53	3	ACC BLCA GBM
ENSG00000237506.3	RPSAP15	3	CESC GBM OV
ENSG00000172061.8	LRRC15	3	BLCA SARC TGCT
ENSG00000128284.18	APOL3	3	BLCA LGG SARC
ENSG00000145491.10	ROPN1L	3	GBM LGG SARC
ENSG00000261116.1	AL049555.1	3	BRCA COAD TGCT
ENSG00000241685.7	ARPC1A	3	COAD LUSC THCA
ENSG00000143621.15	ILF2	3	BRCA COAD LUSC
ENSG00000143761.12	ARF1	3	BRCA COAD LUSC
ENSG00000167741.9	GGT6	3	STAD TGCT THCA
ENSG00000204583.8	LRCOL1	3	LIHC SKCM THCA
ENSG00000224666.3	Z84484.1	3	BRCA CESC SKCM
ENSG00000187808.4	SOWAHD	3	COAD KIRP SARC
ENSG00000232663.2	AL139415.2	3	LAML PCPG STAD
ENSG00000234476.1	AC092811.1	3	BLCA BRCA TGCT
ENSG00000004848.6	ARX	3	KIRC PCPG TGCT
ENSG00000277918.1	RF00003	3	GBM OV STAD
ENSG00000179674.3	ARL14	3	HNSC STAD TGCT
ENSG00000111321.9	AC005840.1	3	LGG SARC TGCT
ENSG00000177239.13	MAN1B1	3	BLCA HNSC SARC
ENSG00000196230.11	TUBB	3	BLCA BRCA THYM
ENSG00000142273.9	CBLC	3	HNSC KIRC UCEC
ENSG00000162711.15	NLRP3	3	ACC BLCA SARC
ENSG00000196511.12	TPK1	3	COAD LAML LUSC
ENSG00000152700.12	SAR1B	3	COAD GBM LUSC
ENSG00000100721.9	TCL1A	3	BLCA THCA THYM
ENSG00000272221.1	AL645933.2	3	PRAD TGCT UCEC
ENSG00000158473.6	CD1D	3	BLCA LAML PCPG
ENSG00000125895.5	TMEM74B	3	BRCA HNSC PRAD
ENSG00000167895.13	TMC8	3	ACC BLCA SARC
ENSG00000100519.10	PSMC6	3	COAD GBM LUSC
ENSG00000100979.13	PLTP	3	BRCA LGG SARC
ENSG00000180573.9	HIST1H2AC	3	GBM HNSC LUSC
ENSG00000176076.7	KCNE5	3	BRCA LGG SARC
ENSG00000216921.6	FAM240C	3	LGG PRAD THYM
ENSG00000101558.12	VAPA	3	GBM LAML TGCT
ENSG00000224157.1	HCG14	3	LAML OV UCEC
ENSG00000178826.9	TMEM139	3	COAD READ UCEC
ENSG00000164062.11	APEH	3	COAD DLBC THYM
ENSG00000204544.5	MUC21	3	LUAD PAAD THCA
ENSG00000231817.6	LINC01198	3	BRCA GBM LGG
ENSG00000168487.16	BMP1	3	BLCA SARC TGCT
ENSG00000170367.4	CST5	3	KIRC PRAD THCA
ENSG00000250616.2	AC012645.1	3	BRCA MESO TGCT
ENSG00000201221.1	RNU4-40P	3	LAML PRAD STAD
ENSG00000131203.11	IDO1	3	BLCA BRCA OV
ENSG00000106105.12	GARS	3	BRCA SARC THYM
ENSG00000159516.8	SPRR2G	3	BRCA SARC TGCT
ENSG00000196169.13	KIF19	3	BLCA BRCA LGG
ENSG00000114353.15	GNAI2	3	BLCA LGG SARC
ENSG00000184293.6	CLECL1	3	BLCA GBM SARC
ENSG00000275476.1	AC009318.4	3	LGG PRAD STAD
ENSG00000274565.1	AC080038.2	3	KICH LGG TGCT
ENSG00000140983.12	RHOT2	3	HNSC PRAD THYM
ENSG00000123496.6	IL13RA2	3	COAD LGG SARC
ENSG00000200434.1	RNA5-8SP2	3	COAD GBM OV
ENSG00000148175.11	STOM	3	BLCA LGG LUSC
ENSG00000115457.8	IGFBP2	3	LIHC PRAD TGCT
ENSG00000138100.12	TRIM54	3	KIRC PCPG PRAD
ENSG00000109072.12	VTN	3	BLCA LIHC TGCT
ENSG00000163207.6	IVL	3	BRCA SARC TGCT
ENSG00000090520.9	DNAJB11	3	BRCA SARC TGCT
ENSG00000108849.6	PPY	3	BLCA CESC PRAD
ENSG00000204348.8	DXO	3	BRCA HNSC PRAD
ENSG00000223802.6	CERS1	3	LGG PRAD THCA
ENSG00000176153.11	GPX2	3	COAD LIHC READ
ENSG00000120437.8	ACAT2	3	COAD LUAD PAAD
ENSG00000127561.13	SYNGR3	3	DLBC ESCA THCA
ENSG00000231702.2	AL645608.3	3	COAD HNSC READ
ENSG00000170786.11	SDR16C5	3	COAD HNSC OV
ENSG00000244116.3	IGKV2-28	3	BLCA LUSC THCA
ENSG00000168556.6	ING2	3	HNSC LAML PRAD
ENSG00000064225.11	ST3GAL6	3	BLCA BRCA TGCT
ENSG00000168397.15	ATG4B	3	HNSC PRAD THYM
ENSG00000144744.15	UBA3	3	COAD GBM LUSC
ENSG00000233639.4	PANTR1	3	GBM KIRC LGG
ENSG00000122986.12	HVCN1	3	ACC BLCA LGG
ENSG00000010932.14	FMO1	3	BLCA KIRP TGCT
ENSG00000118242.14	MREG	3	COAD GBM LUSC
ENSG00000178605.11	GTPBP6	3	PRAD TGCT THYM
ENSG00000258429.1	PDF	3	COAD HNSC READ
ENSG00000050730.14	TNIP3	3	BLCA OV SARC
ENSG00000136250.10	AOAH	3	ACC BLCA SARC
ENSG00000236939.2	BAALC-AS2	3	GBM LGG SKCM
ENSG00000132676.14	DAP3	3	COAD GBM LAML
ENSG00000188681.10	TEKT4P2	3	PRAD TGCT THYM
ENSG00000101057.14	MYBL2	3	BRCA PAAD THYM
ENSG00000241566.1	IGKV2D-24	3	BLCA LUSC THCA
ENSG00000260228.4	AC009119.1	3	LGG LUSC SARC
ENSG00000271992.1	AL354872.2	3	LIHC MESO UCEC
ENSG00000143845.13	ETNK2	3	GBM LGG LIHC
ENSG00000150977.10	RILPL2	3	BLCA LGG TGCT
ENSG00000230513.1	THAP7-AS1	3	BRCA OV PRAD
ENSG00000030582.15	GRN	3	BLCA LGG SARC
ENSG00000092020.9	PPP2R3C	3	GBM LAML LUSC
ENSG00000225434.2	LINC01504	3	BLCA LAML SARC
ENSG00000147647.11	DPYS	3	BLCA KIRP LIHC
ENSG00000134042.11	MRO	3	BLCA SARC TGCT
ENSG00000163064.6	EN1	3	BRCA SARC TGCT
ENSG00000175463.10	TBC1D10C	3	ACC BLCA THYM
ENSG00000229400.1	AL596330.1	3	GBM SARC SKCM
ENSG00000017427.14	IGF1	3	BLCA LIHC SARC
ENSG00000159111.11	MRPL10	3	COAD LUAD READ
ENSG00000139572.3	GPR84	3	BLCA BRCA SARC
ENSG00000157110.14	RBPMS	3	LGG PCPG PRAD
ENSG00000100364.17	KIAA0930	3	LGG SARC TGCT
ENSG00000000003.13	TSPAN6	3	COAD GBM LUAD
ENSG00000171049.8	FPR2	3	BLCA LUSC SARC
ENSG00000128534.6	LSM8	3	HNSC SKCM STAD
ENSG00000226308.1	AL122058.1	3	LGG THCA THYM
ENSG00000155629.13	PIK3AP1	3	ACC BLCA SARC
ENSG00000124380.9	SNRNP27	3	GBM LAML OV
ENSG00000230838.1	LINC01614	3	BLCA LUAD TGCT
ENSG00000258352.1	AC119044.1	3	GBM PCPG SARC
ENSG00000142655.11	PEX14	3	BRCA HNSC PRAD
ENSG00000119535.16	CSF3R	3	ACC BLCA SARC
ENSG00000244486.6	SCARF2	3	BLCA PRAD TGCT
ENSG00000234648.1	AL162151.2	3	COAD HNSC READ
ENSG00000051180.15	RAD51	3	COAD PAAD THYM
ENSG00000239617.1	AC073610.1	3	HNSC SARC STAD
ENSG00000122481.15	RWDD3	3	HNSC LGG TGCT
ENSG00000108830.9	RND2	3	GBM KIRC PRAD
ENSG00000235560.3	AC002310.1	3	BRCA DLBC THYM
ENSG00000140859.14	KIFC3	3	BLCA BRCA TGCT
ENSG00000161267.10	BDH1	3	KIRP TGCT THYM
ENSG00000206828.1	RF00003	3	HNSC LGG THYM
ENSG00000149929.14	HIRIP3	3	PRAD TGCT THYM
ENSG00000163563.7	MNDA	3	BLCA LAML SARC
ENSG00000152284.4	TCF7L1	3	BLCA BRCA TGCT
ENSG00000231870.4	KRT17P3	3	BLCA BRCA HNSC
ENSG00000243753.4	HLA-L	3	COAD READ SARC
ENSG00000054598.6	FOXC1	3	BRCA PCPG TGCT
ENSG00000105771.12	SMG9	3	PRAD SARC THYM
ENSG00000267454.4	ZNF582-AS1	3	GBM LGG PRAD
ENSG00000137699.15	TRIM29	3	BRCA PAAD TGCT
ENSG00000167363.12	FN3K	3	COAD KIRP LGG
ENSG00000105383.13	CD33	3	ACC BLCA SARC
ENSG00000031691.6	CENPQ	3	GBM LAML LUSC
ENSG00000070081.14	NUCB2	3	MESO SKCM UCEC
ENSG00000131686.13	CA6	3	BRCA THYM UCEC
ENSG00000185339.7	TCN2	3	BLCA KIRP SARC
ENSG00000151062.13	CACNA2D4	3	BLCA SARC TGCT
ENSG00000100347.13	SAMM50	3	COAD KIRP THYM
ENSG00000125650.4	PSPN	3	DLBC LGG THYM
ENSG00000203805.9	PLPP4	3	BLCA LUAD PAAD
ENSG00000236844.1	AC069213.3	3	LAML OV STAD
ENSG00000104957.12	CCDC130	3	HNSC PRAD THYM
ENSG00000079263.17	SP140	3	ACC BLCA SARC
ENSG00000205758.10	CRYZL1	3	COAD GBM HNSC
ENSG00000262406.2	MMP12	3	BRCA KIRC LUSC
ENSG00000135452.8	TSPAN31	3	GBM LUAD LUSC
ENSG00000212829.8	RPS26P3	3	ESCA GBM OV
ENSG00000244414.5	CFHR1	3	LIHC SARC STAD
ENSG00000227496.1	AC099066.2	3	HNSC LUSC SARC
ENSG00000105352.9	CEACAM4	3	BLCA GBM SARC
ENSG00000150687.10	PRSS23	3	BLCA LUAD LUSC
ENSG00000276718.1	AC005840.5	3	HNSC THYM UCEC
ENSG00000200488.1	RN7SKP203	3	GBM OV STAD
ENSG00000271830.1	AC012213.4	3	HNSC PRAD THCA
ENSG00000125449.5	ARMC7	3	PRAD TGCT THYM
ENSG00000167550.9	RHEBL1	3	BLCA GBM THYM
ENSG00000142959.4	BEST4	3	COAD LGG THYM
ENSG00000275877.1	RF00002	3	GBM LIHC OV
ENSG00000168890.12	TMEM150A	3	HNSC LGG READ
ENSG00000127419.15	TMEM175	3	PRAD READ SKCM
ENSG00000253549.4	CA3-AS1	3	HNSC LGG PCPG
ENSG00000197415.10	VEPH1	3	BLCA SARC TGCT
ENSG00000272053.1	NA	3	DLBC TGCT THYM
ENSG00000160255.15	ITGB2	3	ACC BLCA SARC
ENSG00000213639.8	PPP1CB	3	LAML LUSC OV
ENSG00000102802.8	MEDAG	3	BLCA SARC TGCT
ENSG00000250535.1	STK19B	3	BLCA LGG UCEC
ENSG00000204652.6	RPS26P8	3	COAD GBM OV
ENSG00000278383.1	AL031673.1	3	PCPG PRAD THYM
ENSG00000158296.12	SLC13A3	3	KIRP LGG TGCT
ENSG00000157456.6	CCNB2	3	BRCA COAD PAAD
ENSG00000236682.1	MAP3K2-DT	3	GBM KIRC LGG
ENSG00000133393.11	FOPNL	3	COAD GBM LUSC
ENSG00000134830.5	C5AR2	3	BLCA SARC UCEC
ENSG00000125965.7	GDF5	3	BLCA BRCA UCEC
ENSG00000276030.1	AC073534.2	3	BRCA THYM UCEC
ENSG00000242220.5	TCP10L	3	LIHC TGCT UCEC
ENSG00000172893.14	DHCR7	3	BRCA PAAD TGCT
ENSG00000200312.1	RN7SKP255	3	GBM OV STAD
ENSG00000186283.12	TOR3A	3	COAD GBM LUAD
ENSG00000182287.12	AP1S2	3	GBM LAML TGCT
ENSG00000182885.15	ADGRG3	3	BLCA SARC SKCM
ENSG00000197629.5	MPEG1	3	ACC BLCA SARC
ENSG00000265542.4	AC015845.2	3	GBM LGG PRAD
ENSG00000234785.1	EEF1GP5	3	ESCA HNSC LUSC
ENSG00000264513.1	AC006270.1	3	BRCA KIRC LUAD
ENSG00000188511.11	C22orf34	3	BLCA SARC THYM
ENSG00000131015.4	ULBP2	3	BRCA LUAD LUSC
ENSG00000115042.8	FAHD2A	3	BRCA KIRP PRAD
ENSG00000162772.15	ATF3	3	BRCA CESC TGCT
ENSG00000185519.8	FAM131C	3	HNSC KIRC LGG
ENSG00000256812.1	CAPNS2	3	BRCA HNSC THYM
ENSG00000231848.1	AC012354.2	3	COAD READ STAD
ENSG00000240211.1	AC092849.1	3	LAML PRAD TGCT
ENSG00000197646.7	PDCD1LG2	3	BLCA LUSC SARC
ENSG00000249008.1	AC097518.1	3	KIRC KIRP THYM
ENSG00000234883.3	MIR155HG	3	BLCA BRCA GBM
ENSG00000171711.2	DEFB4A	3	LUSC OV UCEC
ENSG00000121690.8	DEPDC7	3	BRCA HNSC LIHC
ENSG00000142484.6	TM4SF5	3	KIRC LIHC TGCT
ENSG00000146278.10	PNRC1	3	BRCA OV TGCT
ENSG00000152348.14	ATG10	3	GBM STAD TGCT
ENSG00000276980.1	AC008760.2	3	BLCA LIHC SARC
ENSG00000116489.11	CAPZA1	3	COAD LAML LUSC
ENSG00000277235.1	AL035420.3	3	KIRP OV UCEC
ENSG00000211647.1	IGLV5-48	3	BLCA LUAD LUSC
ENSG00000266850.1	AC090912.2	3	LIHC OV STAD
ENSG00000158164.6	TMSB15A	3	BRCA STAD THYM
ENSG00000012779.9	ALOX5	3	ACC SARC TGCT
ENSG00000167646.12	DNAAF3	3	HNSC KIRC LGG
ENSG00000254911.3	SCARNA9	3	COAD LAML READ
ENSG00000115641.17	FHL2	3	BLCA HNSC LUSC
ENSG00000266910.1	AC008507.1	3	BRCA LGG PCPG
ENSG00000088826.16	SMOX	3	BRCA LGG PRAD
ENSG00000173531.14	MST1	3	HNSC LIHC PRAD
ENSG00000272667.1	AC012306.2	3	BRCA PRAD READ
ENSG00000258476.4	LINC02207	3	GBM LAML SARC
ENSG00000108828.14	VAT1	3	KICH KIRP SARC
ENSG00000152213.3	ARL11	3	ACC GBM SARC
ENSG00000121316.9	PLBD1	3	ACC COAD LAML
ENSG00000199627.1	RNU6-1010P	3	BRCA PRAD STAD
ENSG00000137463.4	MGARP	3	GBM LGG TGCT
ENSG00000158122.10	PRXL2C	3	BLCA LUAD LUSC
ENSG00000201649.1	RNY4P34	3	ESCA OV STAD
ENSG00000130751.8	NPAS1	3	DLBC KICH THCA
ENSG00000203785.7	SPRR2E	3	BRCA LUSC TGCT
ENSG00000240898.1	AC132942.1	3	DLBC LAML STAD
ENSG00000259120.2	SMIM6	3	KIRC LGG UCEC
ENSG00000132141.12	CCT6B	3	LAML LGG LUAD
ENSG00000166788.8	SAAL1	3	BRCA HNSC THYM
ENSG00000165655.15	ZNF503	3	BRCA LAML TGCT
ENSG00000185115.4	NSMCE3	3	GBM LAML LUAD
ENSG00000142856.15	ITGB3BP	3	GBM HNSC OV
ENSG00000233968.5	AL157895.1	3	GBM KICH SARC
ENSG00000249855.1	EEF1A1P19	3	GBM LAML LUSC
ENSG00000249138.1	SLED1	3	KIRP PRAD STAD
ENSG00000116717.10	GADD45A	3	BRCA HNSC TGCT
ENSG00000183691.4	NOG	3	BLCA BRCA TGCT
ENSG00000174600.12	CMKLR1	3	ACC BLCA SARC
ENSG00000131042.12	LILRB2	3	ACC BLCA SARC
ENSG00000170425.3	ADORA2B	3	COAD LUAD LUSC
ENSG00000090659.16	CD209	3	ACC BLCA SARC
ENSG00000149243.14	KLHL35	3	CESC COAD READ
ENSG00000275630.1	AC004816.2	3	GBM LIHC UCS
ENSG00000200651.1	RF00019	3	CESC STAD THYM
ENSG00000102003.9	SYP	3	PRAD TGCT THYM
ENSG00000100665.10	SERPINA4	3	LIHC TGCT UCEC
ENSG00000112977.14	DAP	3	COAD LUAD TGCT
ENSG00000100938.16	GMPR2	3	COAD LUAD LUSC
ENSG00000243749.1	TMEM35B	3	GBM LUAD LUSC
ENSG00000138028.13	CGREF1	3	BRCA COAD KIRP
ENSG00000272510.1	AL121992.3	3	KIRP LIHC STAD
ENSG00000203952.8	CCDC160	3	GBM TGCT UCEC
ENSG00000113272.12	THG1L	3	COAD LUAD TGCT
ENSG00000002726.18	AOC1	3	COAD SARC TGCT
ENSG00000177133.9	PRDM16-DT	3	BLCA DLBC TGCT
ENSG00000129151.7	BBOX1	3	BRCA LGG OV
ENSG00000153814.10	JAZF1	3	BLCA LAML TGCT
ENSG00000144659.9	SLC25A38	3	COAD MESO PRAD
ENSG00000075618.16	FSCN1	3	BRCA PAAD TGCT
ENSG00000247498.8	GPRC5D-AS1	3	HNSC LGG PRAD
ENSG00000132603.12	NIP7	3	COAD LUAD LUSC
ENSG00000244582.2	RPL21P120	3	DLBC LGG READ
ENSG00000152760.8	TCTEX1D1	3	BLCA LGG TGCT
ENSG00000186204.13	CYP4F12	3	LGG PRAD TGCT
ENSG00000059804.14	SLC2A3	3	BLCA SARC TGCT
ENSG00000272024.1	AC064807.4	3	BRCA PRAD THYM
ENSG00000274523.3	RCC1L	3	BRCA PRAD THCA
ENSG00000244701.1	AC004918.1	3	LGG PCPG PRAD
ENSG00000115956.9	PLEK	3	ACC BLCA SARC
ENSG00000244119.1	PDCL3P4	3	PRAD TGCT UCEC
ENSG00000277268.1	LHX1-DT	3	BLCA HNSC TGCT
ENSG00000006210.6	CX3CL1	3	BRCA PCPG TGCT
ENSG00000185453.11	ZSWIM9	3	LGG PRAD TGCT
ENSG00000279766.1	AC067931.1	3	BLCA BRCA PAAD
ENSG00000267280.4	TBX2-AS1	3	LGG PRAD TGCT
ENSG00000196503.2	ARL9	3	BLCA BRCA LGG
ENSG00000089163.4	SIRT4	3	BRCA GBM THYM
ENSG00000234936.1	AC010883.1	3	LGG THYM UCEC
ENSG00000183072.9	NKX2-5	3	BRCA DLBC TGCT
ENSG00000224164.1	AL133264.2	3	BLCA GBM LGG
ENSG00000168522.11	FNTA	3	COAD GBM LUSC
ENSG00000160752.13	FDPS	3	BRCA PAAD TGCT
ENSG00000211642.2	IGLV10-54	3	BLCA COAD GBM
ENSG00000130595.15	TNNT3	3	PRAD SARC TGCT
ENSG00000164088.16	PPM1M	3	BLCA GBM LGG
ENSG00000168421.11	RHOH	3	ACC BLCA SARC
ENSG00000155719.15	OTOA	3	KIRP SKCM UCEC
ENSG00000066697.13	MSANTD3	3	BLCA BRCA SARC
ENSG00000273066.4	AL355987.4	3	PRAD TGCT THYM
ENSG00000100060.16	MFNG	3	BLCA SARC THYM
ENSG00000244076.1	AC026410.2	3	LAML PRAD STAD
ENSG00000147570.8	DNAJC5B	3	BLCA LAML LUSC
ENSG00000115165.8	CYTIP	3	ACC BLCA SARC
ENSG00000178397.11	FAM220A	3	LAML LUAD LUSC
ENSG00000267355.2	RPL9P29	3	LGG THYM UCEC
ENSG00000127377.7	CRYGN	3	BLCA PRAD TGCT
ENSG00000158109.13	TPRG1L	3	COAD LGG SARC
ENSG00000229116.2	AL137026.1	3	LUAD SARC THYM
ENSG00000259045.1	MTCO1P2	3	KICH LAML STAD
ENSG00000103642.10	LACTB	3	LAML LUSC SARC
ENSG00000171794.3	UTF1	3	SARC THYM UCEC
ENSG00000158270.11	COLEC12	3	ACC BLCA TGCT
ENSG00000232037.3	AL590556.1	3	DLBC LAML LUAD
ENSG00000198786.2	MT-ND5	3	KICH LAML STAD
ENSG00000132702.11	HAPLN2	3	LGG PCPG PRAD
ENSG00000277587.1	AC008759.3	3	ESCA LGG SARC
ENSG00000187514.13	PTMA	3	BRCA LAML PCPG
ENSG00000120949.13	TNFRSF8	3	BLCA SARC TGCT
ENSG00000109099.12	PMP22	3	BLCA LGG TGCT
ENSG00000168404.11	MLKL	3	BRCA SARC TGCT
ENSG00000138821.11	SLC39A8	3	BLCA COAD TGCT
ENSG00000234183.1	LINC01952	3	GBM OV THYM
ENSG00000151778.9	SERP2	3	GBM PRAD THYM
ENSG00000165030.3	NFIL3	3	BRCA PCPG SARC
